Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Twihead_1	Twihead_2	Twihead_3	WT4d_1	WT4d_2	WT4d_3	TF	deM_TF	BLAST.Hit	Trinotate.Descr	Emapper.Annotation
NV2.10185	2656.33253950358	1.76544752406755	0.0594024587478857	12.8857885717533	5.41194829441596e-38	1.90032312096833e-36	3396.52717625976	3489.28734308239	3560.98393497302	1040.1014673599	1032.94172702063	998.810397344179	*	bZIP_1,bZIP_2,bZIP_Maf	cAMP responsive element binding protein 3-like 2 [Mus musculus]	Cyclic AMP-responsive element-binding protein 3-like protein 2;	NA
NV2.10193	105.065341533272	-1.54312812524167	0.171638908108376	-3.16436483561603	0.00155421834290616	0.00712658950287416	51.5275930658876	44.106160235592	57.9936615564396	155.261523388507	146.220858458293	150.829405861995	*	HLH	cnidarian achaete-scute homolog [Hydra vulgaris]	Achaete-scute homolog 2;	NA
NV2.10359	300.617632205051	7.10166974800559	0.605116777931271	10.0834582191978	6.53835411143179e-24	1.31993440186336e-22	155.656270719869	183.7756676483	145.416942410177	1.00492895397092	0	2.78026554584323	NA	bZIP_Maf	NA	NA	NA
NV2.10599	135.929255788964	-4.93899107366757	0.43679950805165	-9.01784686351295	1.91822224243282e-19	3.1578115784821e-18	16.1023728330899	12.2517111765533	3.46230815262326	327.606838994519	300.075737639308	319.03547138551	*	HLH	NA	Aryl hydrocarbon receptor;	Aryl hydrocarbon receptor
NV2.10624	762.145277108677	-4.14061494923029	0.180959295079242	-17.3553668401229	1.79649253381661e-67	1.38434778753713e-65	67.6299658989775	95.563347177116	115.121746074723	1658.635238529	1624.87194921324	1654.95306616318	*	T-box	brachyury protein [Acropora millepora]	Brachyury protein homolog 1;	T, brachyury homolog (mouse)
NV2.10767	327.415974356343	-1.7526569646446	0.18110845559591	-4.15583558574391	3.24100839531804e-05	0.00018950377992583	170.685152030753	171.523956471747	177.443292821942	573.311968240408	574.900483657303	604.012689834441	*	NA	AGAP006992-PA-like protein [Anopheles sinensis]	Integral membrane protein GPR155;	G protein-coupled receptor 155
NV2.10864	499.872368417835	3.51178440100258	0.214491604812621	11.7104089141245	1.12734600331869e-31	3.13127072226134e-30	1261.35253859204	1058.54784565421	1040.42359986329	105.517540166946	87.4976221296611	101.479692423278	*	HLH	unnamed protein product [Tetraodon nigroviridis]	Twist-related protein;	twist homolog
NV2.10867	412.168285893261	3.33652923191358	0.660168654550484	3.5392913853272	0.000401202735629301	0.00201558066372468	419.735185182543	311.193463884455	340.171775995235	38.6897647278803	38.7573359768969	28.4977218448931	*	HLH	RecName: Full=Transcription factor 15; Short=TCF-15; AltName: Full=Paraxis; AltName: Full=Protein bHLH-EC2	Transcription factor 15;	Helix-loop-helix DNA-binding domain
NV2.11093	228.856778768722	4.51778650411376	0.484277284214635	7.26399238365813	3.75829179351547e-13	4.36534959992847e-12	456.233896937547	406.756811061571	405.090053856921	17.586256694491	21.7275974415937	15.9865268885986	*	HLH	NA	NA	Helix-loop-helix DNA-binding domain
NV2.11132	89.4230675623413	-2.45285338255846	0.22657795938735	-6.41215670971203	1.43475238800286e-10	1.40176794731173e-09	23.6168134885318	24.5034223531067	27.6984652209861	133.153086401146	145.04639373172	139.708343678622	*	Homeobox,Homeobox_KN	ventral nervous system defective 2 [Acropora millepora]	Homeobox protein Nkx-2.8;	NK2 homeobox 2
NV2.11134	328.135334605037	-1.67989501228265	0.1270531494081	-5.35126453338673	8.73417332607339e-08	6.76462919630651e-07	183.567050297225	211.954603354373	171.384253554851	625.568273846896	607.785496001337	573.429768830165	*	Homeobox,Homeobox_KN	ventral nervous system defective 1 [Acropora millepora]	Homeobox protein Nkx-2.2a;	NK2 homeobox 2
NV2.11138	222.889202577082	-4.62402912671218	0.394083897137518	-9.19608528294562	3.71228016087575e-20	6.29434899879994e-19	21.4698304441198	11.026540058898	11.2525014960256	359.764565521588	366.432994690661	349.618392389786	*	Homeobox,Homeobox_KN	ventral nervous system defective 1 [Acropora millepora]	Homeobox protein XENK-2;	NK2 homeobox 2
NV2.11149	11.7252794549411	-3.0390004532224	0.613314934236532	-3.32455699250271	0.000885591308981868	0.0042068242463605	4.29396608882397	3.675513352966	0.865577038155815	20.0985790794183	25.8382239845979	22.9371907532066	NA	bZIP_1,TSC22	NA	NA	NA
NV2.11161	2775.33622373939	1.9857512976971	0.0581849265957406	16.9416953044547	2.2164409104257e-64	1.59037665906053e-62	5262.25544185377	5083.23496715198	5284.34781794125	1340.5752245972	1263.72404579215	1342.86825864228	*	bZIP_1,bZIP_2,bZIP_Maf	NA	Nuclear factor erythroid 2-related factor 2;	(Nuclear factor (Erythroid-derived 2)-like
NV2.11262	215.585508279413	-3.24933345930831	0.225779865685978	-9.9625068536304	2.22383290997785e-23	4.39967901590424e-22	61.1890167657416	60.0333847651114	47.6067370985698	563.262678700699	550.823956762564	481.681005817339	*	Homeobox,Homeobox_KN	NA	Homeobox protein DTH-2;	NK2 homeobox 2
NV2.1139	244.68084209321	-1.87480327564352	0.124299620868428	-7.03785956490976	1.95215286805816e-12	2.16585072263438e-11	137.406914842367	143.345020765674	122.911939418126	510.00144414024	463.91356699619	499.057665478859	NA	TSC22	NA	SCL-interrupting locus protein;	Scl Tal1 interrupting locus
NV2.11935	65.1206041874186	-3.19650034812356	0.468293913687509	-4.69043112439268	2.72629991483452e-06	1.81423533311098e-05	21.4698304441198	18.37756676483	22.5050029920512	189.931572300503	186.739891525049	196.703787368408	*	Homeobox,Homeobox_KN	homeobox protein HMX3 [Gallus gallus]	T-cell leukemia homeobox protein 2;	homeobox protein
NV2.12007	178.465695116188	-1.87000636991705	0.209134035130876	-4.16004200068437	3.1818907561082e-05	0.000186562007354173	122.378033531483	96.7885182947714	79.6330875103349	379.360680124021	382.288268499392	325.986135250118	*	Homeobox,Homeobox_KN	NA	Homeotic protein antennapedia;	Homeobox A2
NV2.12029	84.8096574523318	3.26873120869279	0.260904755712615	8.69562995314577	3.44910803385804e-18	5.26241413732856e-17	169.611660508547	208.279090001407	200.813872852149	19.5961146024329	15.8552738087305	25.022389912589	*	Homeobox	Protein TAB-1 [Caenorhabditis elegans]	Motor neuron and pancreas homeobox protein 1;	motor neuron and pancreas homeobox
NV2.12031	67.3666137774345	-2.08404329648413	0.35251767027363	-3.07514597961197	0.00210399545447841	0.0094443994931099	20.3963389219139	17.1523956471747	25.9673111446744	87.9312834724552	93.9571781258106	90.3586302399049	*	Homeobox,Homeobox_KN	NA	Homeobox protein rough;	Homeobox protein
NV2.12082	59.0413715896893	5.29769665791366	0.616368155582125	6.97261307060019	3.11107429255834e-12	3.40584385239499e-11	137.406914842367	117.616427294912	135.030017952307	2.00985790794183	6.45955599614948	1.39013277292161	*	Homeobox,Homeobox_KN	notochord homeobox-like protein [Branchiostoma floridae]	Homeobox protein not2;	homeobox
NV2.12141	106.800900248138	-2.39743613640808	0.240054727854591	-5.82132311617939	5.83835733000557e-09	4.99882527295419e-08	45.0866439326517	55.13270029449	37.2198126407	240.178019999049	255.446078029547	221.031110894537	*	NA	cell division control protein 6 homolog [Homo sapiens]	Cell division control protein 6 homolog;	cell division cycle 6 homolog (S. cerevisiae)
NV2.12230	52.7583265907176	2.4797101708811	0.344744879226854	4.29218897812084	1.76920271187847e-05	0.000107114920532074	41.8661693660337	53.9075291768347	32.0263504117651	7.53696715478188	11.15741490244	3.47533193230403	*	zf-C2H2	Fez family zinc finger protein 1 [Trichinella spiralis]	Fez family zinc finger protein 1;	fez family zinc finger
NV2.12412	65.0358556304535	8.79571113443927	1.19734071388707	6.51085446608686	7.4724514507187e-11	7.44388473491112e-10	48.3071184992696	47.781673588558	48.4723141367256	0	0	0	*	Homeobox,Homeobox_KN	brain-specific homeobox protein, putative [Pediculus humanus corporis]	Homeobox protein ceh-9;	homeobox protein
NV2.12457	1156.18052178874	-1.36949991698462	0.0850976952859911	-4.34206726448734	1.41148302451379e-05	8.65954455311991e-05	829.808946665232	774.308146358171	759.976639500805	1969.15828530601	1968.99011409902	2169.99725853064	NA	TSC22	NA	Trafficking kinesin-binding protein 1;	Trafficking protein, kinesin binding
NV2.12488	101.016601125235	-2.03233464788125	0.188649272323797	-5.47224293613683	4.44375085422082e-08	3.54855007729795e-07	44.0131524104457	41.6558180002814	49.3378911748814	197.468539455285	202.007932970493	154.99980418076	*	HLH	pancreas transcription factor-like protein [Saccoglossus kowalevskii]	Pancreas transcription factor 1 subunit alpha;	pancreas specific transcription factor, 1a
NV2.12793	331.454730758865	-3.55403211210323	0.151644506246307	-16.842233031211	1.19635372687661e-63	8.28412210037217e-62	54.7480676325056	83.3116360005627	62.3215467472187	770.278043218708	784.542437350518	774.999020903799	*	Homeobox	amphioxus Otx transcription factor [Branchiostoma floridae]	Homeobox protein OTX1;	Homeobox protein
NV2.12802	1857.64580455893	-1.56338428580678	0.16146557259491	-3.48919139078778	0.000484484127361098	0.00240529547712689	1070.27104763937	1135.73362606649	1049.07937024485	3252.45255952687	3381.28394780261	2983.91999707624	*	NA	proliferation-associated 2G4 [Xenopus (Silurana) tropicalis]	Proliferation-associated protein 2G4;	Proliferation-associated
NV2.12939	176.741719224412	5.9198882375133	0.45700090949176	10.7655983507447	5.00354620151783e-27	1.15355330587729e-25	340.2968125393	340.597570708183	334.9783137663	7.03450267779642	4.69785890629053	4.86546470522565	*	Homeobox	mesenchyme homeobox [Saccoglossus kowalevskii]	Homeobox protein MOX-1 {ECO:0000250|UniProtKB:P50221};	mesenchyme homeobox 2
NV2.12940	165.110021423371	2.15728322606799	0.224269066209922	5.16024454743457	2.46627473223619e-07	1.83066359809616e-06	254.41749076282	252.385250236999	244.09272475994	62.3055951461968	58.7232363286316	46.569447892874	*	Homeobox,Homeobox_KN	NA	Homeobox protein MOX-1 {ECO:0000250|UniProtKB:P50221};	mesenchyme homeobox 2
NV2.12943	62.4399568579724	2.40169955311167	0.4243734287455	3.30298613948396	0.000956611160259179	0.00452789852241223	117.010575920453	72.2850959416647	79.6330875103349	25.6256883262584	12.919111992299	11.8161285698337	*	Homeobox	homeo box HB9 like a [Danio rerio]	Homeobox protein MOX-1 {ECO:0000250|UniProtKB:P50221};	mesenchyme homeobox 2
NV2.12950	1155.61130554506	-1.73308818226127	0.164670829954527	-4.45183996742903	8.51376083543238e-06	5.38851133221166e-05	623.698574401682	577.055596415662	588.592385945954	1996.79383154021	2072.9302424007	1878.76444260356	*	NA	PREDICTED: 26S proteasome non-ATPase regulatory subunit 11 [Xenopus (Silurana) tropicalis]	26S proteasome non-ATPase regulatory subunit 11;	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
NV2.1296	928.107974933396	5.96279018277688	0.198710869940471	24.9749305826279	1.14490103471892e-137	2.63646745250854e-135	757.88501467743	735.1026705932	729.681443165352	14.0690053555928	9.98295017586737	11.1210621833729	*	Ets	ETS-related transcription factor Elf-1 isoform 2 [Mus musculus]	ETS domain-containing protein Elk-1;	ELK1, member of ETS oncogene family
NV2.13108	294.152871612634	-8.62876286482939	1.04761342691535	-7.28203998615402	3.28809576032029e-13	3.83269266847457e-12	3.22047456661798	2.45034223531067	0	736.612923260682	746.372333736908	659.618000751306	*	Fork_head	PREDICTED: forkhead box protein L1 isoform X1 [Cricetulus griseus]	Forkhead box protein L1;	forkhead
NV2.13437	14.4363815523584	-7.68915898257694	1.24443551607901	-5.37525560476869	7.64741167813225e-08	5.96962321142022e-07	0	0	0	37.1823712969239	51.6764479691958	29.8878546178147	*	Fork_head	GM26767 [Drosophila sechellia]	Forkhead box protein B1;	forkhead
NV2.13560	1286.91624733825	-2.12256449389277	0.214085994765624	-5.24352139485691	1.57540531657648e-07	1.18673742447625e-06	602.228743957562	579.505938650973	555.700458496033	2672.10608860867	2518.05237377172	2374.34677615012	*	HMG_box	SoxBb [Acropora millepora]	Transcription factor Sox-14 {ECO:0000250|UniProtKB:Q9W7R6};	SRY (sex determining region Y)-box 14
NV2.13698	619.553502806109	5.42359769593282	0.146523134875994	30.1904385247873	3.16236028032477e-200	1.33249751045855e-197	1164.7383015935	1199.44252418457	1100.14841549604	26.6306172802293	28.7743858010295	25.022389912589	NA	CSD	Cold shock domain-containing protein E1 [Crassostrea gigas]	Cold shock domain-containing protein E1;	Cold shock domain containing E1, RNA-binding
NV2.1415	88.7408373181103	1.80766693309934	0.195721264479844	4.12661820495502	3.68136819387941e-05	0.000213674723656471	141.700880931191	116.391256177257	121.180785341814	43.7144094977349	31.7105476174611	31.9730537771971	*	E2F_TDP	transcription factor E2F3, putative [Pediculus humanus corporis]	Transcription factor E2F3;	E2F transcription factor
NV2.142	187.85201807023	-1.57489606125505	0.151210750421329	-3.80195230599133	0.000143560367138541	0.000766532626263594	112.716609831629	105.364716118359	109.062706807633	338.661057488199	330.02458816691	305.829210042755	*	HLH	NA	Transcription factor HES-1;	Hairy and enhancer of split
NV2.14459	1031.0817902264	2.39649030151531	0.279442394544812	4.9974174598313	5.81031953441238e-07	4.15706532006874e-06	1377.28962299029	1334.21134712666	1209.21112230367	259.774134601482	244.875895490394	239.797903328978	*	Fork_head	forkhead box L2 [Odontesthes hatcheri]	Forkhead box protein L2;	forkhead box L2
NV2.1449	107.569233056759	-2.64888871413032	0.225506443582358	-7.31193613777215	2.63320262305836e-13	3.09483351614527e-12	39.7191863216217	33.079620176694	40.6821207933233	234.148446275224	236.067410041099	246.053500807126	*	zf-C2H2,zf-BED	PR domain zinc finger protein 14 [Crassostrea gigas]	PR domain zinc finger protein 14;	PR domain containing 14
NV2.145	20.0603347428025	-4.1453036560465	0.600409778396979	-5.23859498831628	1.61803690138941e-07	1.21792484968133e-06	1.07349152220599	1.22517111765533	5.19346222893489	46.2267318826622	48.7402861527642	49.3497134387173	*	HLH	Transcription factor HES-5 [Tyto alba]	NA	NA
NV2.14672	1162.46612289361	-1.43575647509899	0.104418040978982	-4.17319144291078	3.00362349924448e-05	0.000176719428933564	766.472946855078	664.042745769191	721.891249821949	1931.97591400909	1919.66259558297	1975.37867032161	*	Myb_DNA-binding	myb-related transcription factor [Strongylocentrotus purpuratus]	Myb-related protein B;	v-myb myeloblastosis viral oncogene homolog
NV2.1477	23.9730099267901	-7.66606240279634	1.26239168308651	-5.28050247170358	1.28830086351031e-07	9.82044276403316e-07	0	0	0	35.6749778659675	41.1062654300421	40.3138504147268	*	NA	PREDICTED: steroid receptor seven-up, isoforms B/C [Tribolium castaneum]	Nuclear receptor subfamily 2 group F member 5;	Nuclear receptor subfamily 2, group F, member
NV2.14787	179.065282276039	-1.68832676199694	0.189399345380801	-3.63426156839673	0.00027877792868521	0.00143661673163724	92.3202709097153	99.238860530082	84.8265497392698	301.98115066826	318.279940901183	266.90549240095	*	Myb_DNA-binding	uncharacterized protein LOC494062 [Danio rerio]	Chromatin complexes subunit BAP18;	Chromosome 17 open reading frame 49
NV2.14917	612.063267009546	-1.49069746523388	0.0988445142095668	-4.96433685933768	6.89362039220965e-07	4.90554287629608e-06	348.884744716947	352.849281884736	362.676778987286	1002.41663158599	987.137602684297	1003.6758620494	*	Fork_head	forkhead domain-containing protein, putative [Ixodes scapularis]	Forkhead box protein N4;	forkhead box
NV2.15027	218.597413273242	-1.75422294992961	0.12937452508691	-5.82976400819979	5.55058163009385e-09	4.75901149965994e-08	118.084067442659	100.464031647737	96.9446282734512	356.749778659675	365.258529964089	339.192396592874	*	HMG_box	Sox15 [Mus musculus]	Transcription factor SOX-2;	HMG (high mobility group) box
NV2.15213	156.108715132718	5.825215334936	0.36733076632545	13.1358867192217	2.05075021383446e-39	7.59122565136032e-38	171.758643552959	219.305630060305	237.168108454693	4.01971581588367	3.5233941797179	3.47533193230403	*	P53	p63-like transcription factor [Saccoglossus kowalevskii]	Tumor protein 63;	tumor protein
NV2.15249	41.9559597472203	3.77553012169171	0.431479941110932	6.43258204436005	1.25454273780793e-10	1.23116770959109e-09	52.6010845880936	51.457186941524	59.7248156327512	2.00985790794183	1.17446472657263	9.73092941045129	*	zf-C2H2,zf-BED	Zkscan2 protein [Rattus norvegicus]	Zinc finger protein 596;	Zinc finger, C2H2 type
NV2.15522	476.921834889231	-1.91105231266482	0.183153496259014	-4.97425564498323	6.54988254263707e-07	4.67100734153348e-06	237.241626407524	209.504261119062	217.259836577109	804.948092130704	840.916744226005	852.151389800949	*	zf-C2H2	Transcription factor Sp8 [Crassostrea gigas]	Transcription factor Sp3;	Transcription factor
NV2.15864	28.9719864657183	-2.96905194759428	0.425861926931381	-4.62368627734021	3.76979889530229e-06	2.46963603448781e-05	8.58793217764794	9.80136894124267	11.2525014960256	91.4485348113534	76.3402072272211	65.3362403273158	*	NA	NA	NA	Inherit from KOG: Growth factor receptor
NV2.16221	378.565130664305	-4.93794382039116	0.225630458099737	-17.4530684090995	3.26227458551317e-68	2.59462192335352e-66	37.5722032772097	28.1789357060727	33.7575044880768	966.741653720022	1046.44807137622	1051.6354427152	*	T-box	NA	T-box transcription factor TBX3;	t-box transcription factor
NV2.16328	967.626678345349	2.77044129120813	0.168026392558641	10.5366857209069	5.85251881103447e-26	1.300822475126e-24	1273.16094533631	1155.33636394898	1182.37823412084	174.355173513954	174.995244259322	180.022194093349	NA	zf-C2H2	Cysteine and glycine-rich protein 1 [Anoplopoma fimbria]	Cysteine and glycine-rich protein 1;	Muscle lim protein
NV2.16350	37.0486352811161	5.03329721858417	0.623141411009507	6.47252316621055	9.63797382720588e-11	9.51497675343895e-10	45.0866439326517	62.483727000422	63.1871237853745	2.00985790794183	2.34892945314526	0.695066386460807	*	HLH	transcription factor 24 [Homo sapiens]	Transcription factor 24;	transcription factor
NV2.16402	1186.02267441498	-2.46330009405714	0.0808394688580029	-18.1013076252081	3.11191520689352e-73	2.69119514224102e-71	410.073761482689	416.558180002814	465.680446527828	2478.15480049228	2312.52104662151	2356.27505010213	*	HMG_box	SoxC [Acropora millepora]	SRY-related protein AES4;	SRY (sex determining region Y)-box 4
NV2.1654	4378.31567107891	3.91430051542217	0.222865393835421	13.0765053527076	4.4859443335347e-39	1.64012899435453e-37	11404.7739319165	11523.9595326661	11477.5515259461	762.23861158694	762.814839908925	756.927294855818	*	bZIP_1,bZIP_2,bZIP_Maf	jun protein [Hydra vulgaris]	Transcription factor AP-1;	jun proto-oncogene
NV2.16623	147.273908053897	3.46192862743631	0.287684552923407	8.55773659871052	1.1510498061317e-17	1.72165296945979e-16	113.790101353835	89.4374915888394	79.6330875103349	8.03943163176733	13.5063443555853	3.47533193230403	*	Homeobox,Homeobox_KN	brain-specific homeobox [Saccoglossus kowalevskii]	Homeobox protein BarH-like 1;	brain-specific homeobox
NV2.1680	1310.05375640198	-1.80611956585976	0.191748890991844	-4.20403769581147	2.62195242171182e-05	0.000155791016380381	649.462370934625	650.565863474982	664.763165303666	2395.75062626667	2256.73397210931	2218.65190558289	*	NA	26S proteasome non-ATPase regulatory subunit 6 [Danio rerio]	26S proteasome non-ATPase regulatory subunit 6;	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 6
NV2.17028	278.181937184472	-1.851598287369	0.261331579218721	-3.25868878883655	0.00111928377071393	0.00524521907127749	141.700880931191	142.119849648019	154.938289829891	527.085236357746	547.300562582847	510.178727662232	*	NA	DNA repair protein RAD51 homolog 3 [Danio rerio]	DNA repair protein RAD51 homolog 3;	rad51 homolog C (S. cerevisiae)
NV2.17634	58.3359706038056	-7.06817180183599	0.974190571978493	-6.22893710571648	4.69610254306438e-10	4.39723946869253e-09	3.22047456661798	1.22517111765533	0	190.936501254474	198.484538790775	179.327127706888	*	Homeobox,Homeobox_KN	retinal homeobox protein Rx2 [Danio rerio]	Intestine-specific homeobox;	Mix paired-like homeobox
